customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00512,Female,0,Yes,No,72,Yes,DSL,One year,No,Credit card,49.27,3418.35,0
CUST-00513,Female,0,Yes,Yes,47,Yes,Fiber optic,Month-to-month,Yes,Mailed check,62.59,2976.14,0
CUST-00514,Female,1,No,Yes,60,Yes,DSL,Month-to-month,Yes,Electronic check,67.33,4041.36,0
CUST-00515,Male,0,Yes,Yes,8,Yes,No,Month-to-month,No,Electronic check,26.09,230.29,0
CUST-00516,Female,0,Yes,No,69,Yes,No,Two year,Yes,Bank transfer,23.96,1641.8,0
CUST-00517,Male,1,No,Yes,35,Yes,DSL,Month-to-month,Yes,Bank transfer,67.4,2301.81,0
CUST-00518,Male,0,Yes,No,52,Yes,DSL,Month-to-month,Yes,Electronic check,45.92,2366.49,0
CUST-00519,Female,0,Yes,Yes,18,Yes,DSL,One year,Yes,Bank transfer,47.45,889.43,0
CUST-00520,Male,0,Yes,Yes,7,Yes,No,Month-to-month,No,Electronic check,23.15,144.33,0
CUST-00521,Male,0,Yes,No,64,Yes,Fiber optic,Month-to-month,No,Bank transfer,59.47,3788.06,0
CUST-00522,Male,1,Yes,No,33,Yes,DSL,Two year,Yes,Mailed check,57.53,1822.52,0
CUST-00523,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,63.9,643.56,1
CUST-00524,Male,0,Yes,No,48,Yes,DSL,Two year,Yes,Bank transfer,45.43,2125.04,0
CUST-00525,Male,0,Yes,No,4,Yes,Fiber optic,One year,Yes,Bank transfer,64.36,303.37,1
CUST-00526,Female,0,Yes,No,33,Yes,Fiber optic,Month-to-month,No,Mailed check,65.3,2118.19,0
CUST-00527,Male,0,Yes,No,51,Yes,DSL,One year,Yes,Bank transfer,43.29,2193.0,0
CUST-00528,Female,0,No,Yes,52,Yes,Fiber optic,One year,No,Mailed check,71.98,3851.16,0
CUST-00529,Female,0,Yes,No,33,Yes,DSL,One year,Yes,Electronic check,48.76,1593.75,0
CUST-00530,Female,0,Yes,No,27,Yes,Fiber optic,One year,No,Credit card,70.38,1878.23,0
CUST-00531,Male,0,Yes,Yes,61,Yes,Fiber optic,Month-to-month,Yes,Credit card,88.83,5447.91,0
CUST-00532,Male,0,Yes,No,14,Yes,No,Month-to-month,Yes,Electronic check,23.76,243.38,1
CUST-00533,Male,0,Yes,No,6,Yes,Fiber optic,One year,No,Credit card,74.84,511.58,1
CUST-00534,Female,0,No,No,12,Yes,No,Month-to-month,Yes,Bank transfer,30.75,418.7,0
CUST-00535,Male,0,No,Yes,58,No,DSL,Month-to-month,Yes,Electronic check,49.5,2897.22,0
CUST-00536,Male,0,Yes,No,34,Yes,No,Month-to-month,No,Mailed check,27.19,755.61,0
CUST-00537,Male,0,No,No,3,Yes,DSL,Month-to-month,No,Electronic check,50.17,137.54,1
CUST-00538,Female,0,Yes,Yes,13,Yes,Fiber optic,One year,Yes,Bank transfer,71.62,867.42,0
CUST-00539,Male,0,Yes,No,3,Yes,DSL,Two year,No,Credit card,45.31,192.14,1
CUST-00540,Female,0,No,Yes,59,No,No,Two year,Yes,Mailed check,21.05,1294.58,0
CUST-00541,Male,0,No,Yes,34,Yes,No,Month-to-month,No,Mailed check,25.14,874.16,0
CUST-00542,Male,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,54.22,210.94,1
CUST-00543,Male,0,No,No,16,No,Fiber optic,Two year,Yes,Mailed check,81.97,1386.23,0
CUST-00544,Female,0,Yes,No,45,Yes,Fiber optic,Month-to-month,Yes,Credit card,87.29,3914.94,0
CUST-00545,Male,0,No,Yes,43,Yes,DSL,One year,No,Electronic check,51.36,2298.75,0
CUST-00546,Male,0,No,No,59,Yes,Fiber optic,One year,No,Bank transfer,75.32,4457.15,0
CUST-00547,Female,0,No,Yes,2,Yes,Fiber optic,Month-to-month,Yes,Mailed check,78.65,182.64,0
CUST-00548,Female,0,No,No,5,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,59.4,273.98,1
CUST-00549,Female,0,No,Yes,3,Yes,DSL,One year,Yes,Bank transfer,57.43,242.64,0
CUST-00550,Female,0,No,Yes,29,Yes,No,Month-to-month,Yes,Bank transfer,21.59,656.53,1
CUST-00551,Male,0,No,No,53,Yes,DSL,Two year,No,Mailed check,68.33,3693.63,0
CUST-00552,Female,0,Yes,Yes,48,Yes,Fiber optic,One year,Yes,Bank transfer,68.49,3296.4,0
CUST-00553,Male,0,Yes,No,16,Yes,DSL,Month-to-month,No,Bank transfer,57.27,913.97,0
CUST-00554,Female,0,Yes,Yes,48,Yes,DSL,One year,No,Bank transfer,48.57,2361.12,0
CUST-00555,Female,0,No,No,48,No,DSL,Month-to-month,Yes,Bank transfer,67.57,3315.49,0
CUST-00556,Female,1,Yes,No,14,Yes,DSL,Month-to-month,Yes,Credit card,50.9,763.44,0
CUST-00557,Female,0,Yes,No,54,Yes,Fiber optic,Two year,No,Electronic check,79.32,4290.19,0
CUST-00558,Female,0,No,Yes,31,Yes,Fiber optic,One year,No,Electronic check,75.01,2232.45,0
CUST-00559,Female,1,Yes,No,5,Yes,Fiber optic,One year,No,Credit card,78.23,431.67,0
CUST-00560,Female,1,No,No,29,No,Fiber optic,Two year,Yes,Electronic check,76.83,2156.13,1
CUST-00561,Male,0,No,Yes,56,Yes,DSL,Month-to-month,Yes,Credit card,44.66,2502.71,0
CUST-00562,Male,1,Yes,Yes,51,Yes,DSL,Month-to-month,No,Bank transfer,34.31,1744.02,1
CUST-00563,Male,1,Yes,No,20,Yes,Fiber optic,Month-to-month,Yes,Credit card,83.6,1601.11,1
CUST-00564,Female,0,Yes,Yes,55,Yes,Fiber optic,Month-to-month,No,Bank transfer,66.09,3653.58,0
CUST-00565,Male,0,Yes,No,29,Yes,Fiber optic,Month-to-month,No,Credit card,79.36,2409.16,0
CUST-00566,Male,0,Yes,No,34,Yes,DSL,Month-to-month,Yes,Bank transfer,52.81,1779.91,0
CUST-00567,Male,0,Yes,Yes,7,Yes,Fiber optic,One year,Yes,Mailed check,79.6,595.49,0
CUST-00568,Female,0,Yes,No,72,No,DSL,Month-to-month,Yes,Mailed check,56.42,4180.02,0
CUST-00569,Female,0,Yes,No,61,No,Fiber optic,One year,No,Electronic check,50.28,3110.21,0
CUST-00570,Female,0,No,Yes,15,Yes,DSL,Two year,Yes,Electronic check,54.92,791.56,0
CUST-00571,Male,0,No,No,41,No,Fiber optic,Two year,Yes,Credit card,67.25,2769.1,0
CUST-00572,Male,0,Yes,Yes,57,Yes,Fiber optic,Month-to-month,No,Electronic check,79.32,4545.28,0
CUST-00573,Male,0,No,No,37,Yes,Fiber optic,Two year,No,Bank transfer,74.73,2836.7,0
CUST-00574,Male,0,Yes,No,16,Yes,DSL,Two year,Yes,Mailed check,54.82,937.82,0
CUST-00575,Male,0,Yes,Yes,70,No,Fiber optic,Month-to-month,No,Electronic check,67.82,4608.91,0
CUST-00576,Female,0,Yes,No,20,No,DSL,Month-to-month,Yes,Credit card,42.7,811.19,1
CUST-00577,Female,1,Yes,Yes,25,Yes,Fiber optic,Month-to-month,No,Electronic check,71.54,1785.0,0
CUST-00578,Female,1,Yes,No,27,Yes,DSL,One year,No,Bank transfer,40.6,1045.44,0
CUST-00579,Male,1,Yes,Yes,65,Yes,DSL,One year,Yes,Mailed check,50.28,3083.2,0
CUST-00580,Male,1,Yes,No,37,Yes,Fiber optic,Month-to-month,Yes,Electronic check,63.29,2305.45,1
CUST-00581,Female,0,Yes,No,52,Yes,DSL,One year,Yes,Electronic check,38.5,2001.82,0
CUST-00582,Male,0,No,No,65,Yes,DSL,Month-to-month,No,Bank transfer,50.93,3284.19,0
CUST-00583,Male,0,No,No,67,Yes,No,Month-to-month,No,Electronic check,29.27,1911.24,0
CUST-00584,Male,0,No,No,62,Yes,Fiber optic,Two year,Yes,Credit card,69.75,4326.57,0
CUST-00585,Female,1,No,No,66,Yes,No,Two year,No,Bank transfer,26.01,1733.81,0
CUST-00586,Female,0,No,No,69,Yes,DSL,One year,Yes,Electronic check,42.42,2903.55,1
CUST-00587,Male,0,Yes,No,72,No,Fiber optic,Month-to-month,No,Electronic check,67.46,4925.71,0
CUST-00588,Female,0,Yes,No,47,Yes,Fiber optic,Month-to-month,No,Electronic check,63.42,2983.63,1
CUST-00589,Female,0,Yes,No,10,Yes,DSL,Month-to-month,Yes,Bank transfer,49.5,451.42,1
CUST-00590,Female,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,Yes,Mailed check,57.83,464.24,1
CUST-00591,Female,0,No,No,58,No,DSL,Month-to-month,No,Electronic check,55.61,3214.73,0
CUST-00592,Male,1,Yes,No,23,Yes,No,Two year,No,Mailed check,25.46,641.25,0
CUST-00593,Female,0,No,Yes,58,Yes,Fiber optic,One year,Yes,Mailed check,73.01,4193.4,0
CUST-00594,Male,0,No,Yes,68,Yes,Fiber optic,Month-to-month,No,Bank transfer,77.1,5272.59,0
CUST-00595,Female,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Yes,Electronic check,72.62,3417.87,0
CUST-00596,Female,0,No,No,56,Yes,DSL,Month-to-month,Yes,Electronic check,56.39,3257.5,0
CUST-00597,Female,0,Yes,Yes,21,Yes,DSL,Month-to-month,No,Electronic check,33.47,722.38,0
CUST-00598,Female,0,Yes,Yes,32,Yes,Fiber optic,One year,Yes,Bank transfer,66.06,2079.01,0
CUST-00599,Female,0,Yes,No,70,Yes,Fiber optic,Month-to-month,No,Bank transfer,78.82,5554.22,0
CUST-00600,Female,1,Yes,No,59,No,Fiber optic,Two year,No,Electronic check,79.07,4703.63,0
CUST-00601,Female,0,No,No,15,No,DSL,Month-to-month,Yes,Electronic check,64.79,952.0,0
CUST-00602,Female,0,Yes,No,68,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,83.64,5629.32,0
CUST-00603,Male,0,Yes,No,36,Yes,Fiber optic,Two year,Yes,Electronic check,72.4,2633.2,0
CUST-00604,Female,0,Yes,No,61,Yes,DSL,Month-to-month,Yes,Bank transfer,47.98,2929.96,0
CUST-00605,Female,0,Yes,Yes,38,No,No,Month-to-month,No,Mailed check,18.0,608.17,0
CUST-00606,Male,1,No,No,44,Yes,Fiber optic,One year,Yes,Electronic check,71.19,3145.09,0
CUST-00607,Female,0,No,Yes,12,Yes,Fiber optic,Month-to-month,No,Mailed check,66.73,768.91,1
CUST-00608,Female,0,Yes,Yes,25,Yes,No,Month-to-month,Yes,Electronic check,20.25,430.47,1
CUST-00609,Female,0,No,No,53,Yes,DSL,Month-to-month,Yes,Bank transfer,42.65,2242.84,0
CUST-00610,Female,0,Yes,No,61,Yes,No,Month-to-month,No,Electronic check,28.21,1784.96,0
CUST-00611,Male,0,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Yes,Mailed check,83.57,645.39,0
CUST-00612,Female,0,No,No,6,Yes,Fiber optic,Month-to-month,No,Mailed check,77.47,512.16,0
CUST-00613,Male,0,Yes,No,50,Yes,DSL,One year,No,Electronic check,47.42,2384.46,0
CUST-00614,Female,0,Yes,Yes,33,Yes,DSL,Two year,No,Bank transfer,58.11,1947.42,0
CUST-00615,Female,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,72.77,4516.67,0
CUST-00616,Male,0,Yes,Yes,5,Yes,DSL,Month-to-month,Yes,Credit card,49.67,193.1,0
CUST-00617,Male,0,No,No,26,Yes,DSL,Month-to-month,No,Electronic check,49.18,1233.4,0
CUST-00618,Male,1,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.4,189.84,1
CUST-00619,Male,0,Yes,No,52,Yes,Fiber optic,Month-to-month,No,Electronic check,75.21,3980.99,0
CUST-00620,Male,0,Yes,Yes,62,Yes,DSL,One year,No,Credit card,51.12,3223.27,0
CUST-00621,Male,0,No,No,12,Yes,Fiber optic,Month-to-month,Yes,Mailed check,64.17,716.05,0
CUST-00622,Male,0,No,No,24,Yes,No,Month-to-month,No,Electronic check,18.79,453.63,0
CUST-00623,Male,0,No,No,61,Yes,Fiber optic,One year,No,Bank transfer,72.45,4399.32,0
CUST-00624,Female,0,No,Yes,3,Yes,Fiber optic,Two year,Yes,Electronic check,73.43,212.53,1
CUST-00625,Male,0,No,No,69,Yes,Fiber optic,Month-to-month,No,Mailed check,67.49,4630.01,0
CUST-00626,Male,0,No,No,64,No,DSL,Month-to-month,No,Mailed check,40.94,2690.44,0
CUST-00627,Male,0,No,Yes,11,No,DSL,Two year,Yes,Bank transfer,60.01,659.16,0
CUST-00628,Female,0,Yes,Yes,11,Yes,No,Month-to-month,No,Bank transfer,33.31,377.22,1
CUST-00629,Male,0,Yes,Yes,50,Yes,Fiber optic,One year,Yes,Electronic check,54.1,2716.21,0
CUST-00630,Female,0,Yes,Yes,1,Yes,Fiber optic,One year,Yes,Bank transfer,80.72,29.33,0
CUST-00631,Male,1,Yes,No,37,Yes,No,Month-to-month,No,Mailed check,28.33,1053.64,0
CUST-00632,Male,0,Yes,Yes,5,Yes,DSL,Month-to-month,No,Electronic check,51.52,310.72,1
CUST-00633,Male,0,No,Yes,39,Yes,DSL,Month-to-month,Yes,Credit card,59.11,2378.92,1
CUST-00634,Male,1,No,No,26,Yes,Fiber optic,Month-to-month,No,Bank transfer,88.22,2236.33,1
CUST-00635,Female,0,Yes,Yes,51,Yes,DSL,Month-to-month,Yes,Credit card,58.02,2883.09,0
CUST-00636,Male,0,Yes,Yes,64,Yes,Fiber optic,One year,Yes,Bank transfer,71.93,4606.63,0
CUST-00637,Male,1,Yes,No,36,No,Fiber optic,One year,Yes,Electronic check,63.99,2359.1,0
CUST-00638,Female,0,No,Yes,47,Yes,Fiber optic,Two year,No,Mailed check,53.79,2546.11,0
CUST-00639,Female,0,Yes,Yes,44,Yes,DSL,Two year,Yes,Mailed check,57.03,2543.33,0
CUST-00640,Female,0,Yes,Yes,71,Yes,Fiber optic,One year,Yes,Electronic check,80.74,5664.53,1
CUST-00641,Female,0,Yes,Yes,17,No,DSL,Month-to-month,No,Mailed check,43.48,710.56,0
CUST-00642,Female,0,No,No,18,Yes,No,Month-to-month,Yes,Electronic check,22.84,301.31,1
CUST-00643,Male,0,Yes,Yes,28,Yes,DSL,One year,Yes,Electronic check,45.54,1268.0,0
CUST-00644,Female,0,No,Yes,54,Yes,No,One year,Yes,Credit card,20.33,989.61,0
CUST-00645,Male,0,No,No,63,Yes,Fiber optic,Month-to-month,No,Electronic check,78.6,5018.43,0
CUST-00646,Male,0,Yes,No,21,Yes,Fiber optic,One year,No,Mailed check,71.75,1584.49,1
CUST-00647,Female,0,No,Yes,8,Yes,Fiber optic,Month-to-month,No,Bank transfer,68.17,552.39,0
CUST-00648,Female,1,No,Yes,44,Yes,DSL,Month-to-month,Yes,Bank transfer,76.26,3279.81,0
CUST-00649,Female,0,No,No,44,Yes,Fiber optic,Two year,Yes,Electronic check,58.52,2593.67,0
CUST-00650,Male,0,Yes,No,27,Yes,No,Month-to-month,No,Bank transfer,29.38,886.22,0
CUST-00651,Female,0,No,No,14,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,61.61,886.33,0
CUST-00652,Male,0,No,Yes,62,Yes,DSL,One year,Yes,Credit card,48.74,3081.13,0
CUST-00653,Female,0,Yes,Yes,61,Yes,Fiber optic,One year,Yes,Electronic check,71.19,4318.33,0
CUST-00654,Female,1,Yes,No,54,Yes,No,Month-to-month,Yes,Electronic check,36.76,1941.48,0
CUST-00655,Female,0,No,No,42,Yes,Fiber optic,One year,Yes,Bank transfer,67.91,2848.68,0
CUST-00656,Female,0,No,No,19,Yes,Fiber optic,Month-to-month,No,Electronic check,67.06,1177.8,0
CUST-00657,Female,1,No,Yes,30,Yes,DSL,One year,Yes,Bank transfer,52.77,1696.3,0
CUST-00658,Male,0,No,No,5,Yes,No,Month-to-month,No,Bank transfer,18.0,96.98,0
CUST-00659,Male,0,Yes,Yes,18,Yes,Fiber optic,Two year,Yes,Bank transfer,75.06,1394.42,0
CUST-00660,Male,0,Yes,No,33,Yes,DSL,One year,No,Credit card,52.25,1701.17,0
CUST-00661,Female,0,No,No,32,No,Fiber optic,Month-to-month,Yes,Bank transfer,73.48,2274.21,0
CUST-00662,Male,0,Yes,No,6,Yes,DSL,Month-to-month,No,Credit card,49.44,367.93,1
CUST-00663,Male,0,Yes,Yes,69,No,No,Month-to-month,Yes,Bank transfer,23.46,1562.53,0
CUST-00664,Female,1,No,No,20,Yes,DSL,One year,No,Electronic check,64.4,1305.44,0
CUST-00665,Female,1,Yes,No,37,Yes,Fiber optic,One year,Yes,Bank transfer,83.17,3099.44,0
CUST-00666,Female,1,Yes,No,34,Yes,No,One year,Yes,Bank transfer,41.32,1408.58,0
CUST-00667,Female,0,Yes,Yes,34,Yes,No,Two year,No,Credit card,27.98,912.09,0
CUST-00668,Female,0,Yes,No,61,Yes,No,Month-to-month,No,Electronic check,35.82,2177.54,0
CUST-00669,Male,1,Yes,Yes,54,Yes,No,One year,No,Electronic check,26.67,1392.68,1
CUST-00670,Female,0,Yes,Yes,63,No,DSL,Month-to-month,No,Credit card,48.39,3089.03,0
CUST-00671,Female,0,Yes,Yes,28,Yes,No,One year,No,Electronic check,34.56,996.26,1
CUST-00672,Female,0,Yes,Yes,20,No,No,Month-to-month,Yes,Bank transfer,31.75,633.93,0
CUST-00673,Male,0,No,Yes,31,Yes,Fiber optic,One year,Yes,Mailed check,67.68,2069.66,0
CUST-00674,Female,0,No,No,41,Yes,Fiber optic,Month-to-month,Yes,Electronic check,61.63,2632.2,0
CUST-00675,Female,1,No,Yes,25,Yes,DSL,Month-to-month,No,Electronic check,53.37,1269.15,0
CUST-00676,Female,0,No,Yes,34,Yes,Fiber optic,Month-to-month,Yes,Credit card,64.52,2116.45,0
CUST-00677,Male,0,Yes,Yes,11,No,Fiber optic,Two year,Yes,Electronic check,83.8,917.7,0
CUST-00678,Female,1,No,Yes,43,No,Fiber optic,Month-to-month,Yes,Bank transfer,81.08,3473.54,0
CUST-00679,Female,0,No,No,52,No,Fiber optic,Month-to-month,Yes,Bank transfer,63.87,3376.12,0
CUST-00680,Female,0,Yes,No,38,No,Fiber optic,Month-to-month,Yes,Bank transfer,61.64,2374.63,0
CUST-00681,Male,0,Yes,Yes,63,Yes,DSL,Month-to-month,Yes,Mailed check,43.77,2758.99,0
CUST-00682,Female,0,No,No,72,Yes,No,Two year,Yes,Electronic check,20.53,1503.18,0
CUST-00683,Female,0,No,No,66,Yes,DSL,Two year,No,Credit card,48.67,3236.33,0
CUST-00684,Male,0,Yes,No,7,Yes,DSL,Two year,Yes,Electronic check,58.92,517.62,1
CUST-00685,Female,0,Yes,Yes,64,Yes,DSL,Two year,Yes,Electronic check,42.27,2717.95,0
CUST-00686,Male,0,Yes,Yes,25,Yes,No,Month-to-month,Yes,Credit card,43.32,1048.95,1
CUST-00687,Female,0,Yes,No,33,Yes,No,Month-to-month,Yes,Electronic check,18.0,603.93,0
CUST-00688,Male,0,No,No,30,Yes,DSL,One year,Yes,Electronic check,38.73,1030.97,0
CUST-00689,Female,0,No,No,21,Yes,DSL,One year,Yes,Credit card,63.51,1332.08,0
CUST-00690,Female,0,Yes,No,64,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.57,5211.13,1
CUST-00691,Female,1,No,Yes,46,Yes,DSL,One year,No,Electronic check,53.54,2492.95,0
CUST-00692,Female,0,No,No,70,Yes,Fiber optic,Month-to-month,Yes,Mailed check,73.05,5128.43,0
CUST-00693,Female,0,No,No,69,Yes,DSL,Month-to-month,Yes,Bank transfer,53.25,3706.71,0
CUST-00694,Male,0,Yes,No,31,Yes,Fiber optic,Month-to-month,Yes,Credit card,71.09,2258.95,1
CUST-00695,Male,0,No,No,53,Yes,Fiber optic,Two year,Yes,Bank transfer,59.63,3231.65,0
CUST-00696,Female,0,No,No,37,Yes,Fiber optic,One year,Yes,Credit card,50.14,1877.55,0
CUST-00697,Female,0,No,No,36,Yes,Fiber optic,Month-to-month,Yes,Electronic check,63.24,2260.83,1
CUST-00698,Male,1,Yes,No,54,Yes,DSL,Two year,Yes,Bank transfer,69.53,3638.94,0
CUST-00699,Male,0,Yes,No,50,Yes,DSL,Two year,Yes,Electronic check,64.84,3290.91,0
CUST-00700,Female,1,No,No,66,Yes,DSL,Month-to-month,No,Credit card,52.91,3517.82,0
CUST-00701,Female,1,Yes,No,56,Yes,DSL,One year,Yes,Credit card,47.34,2658.67,0
CUST-00702,Male,0,No,Yes,45,Yes,No,Month-to-month,Yes,Electronic check,27.22,1190.5,0
CUST-00703,Male,0,Yes,No,67,Yes,DSL,Month-to-month,Yes,Credit card,53.51,3633.43,0
CUST-00704,Male,0,No,Yes,8,Yes,DSL,Month-to-month,Yes,Bank transfer,54.81,425.62,0
CUST-00705,Female,1,Yes,Yes,55,Yes,DSL,Month-to-month,No,Electronic check,34.78,1911.18,0
CUST-00706,Male,0,Yes,Yes,29,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,95.26,2759.74,1
CUST-00707,Female,0,Yes,No,32,Yes,No,Month-to-month,Yes,Credit card,34.06,1112.41,0
CUST-00708,Male,1,Yes,Yes,57,Yes,Fiber optic,Month-to-month,No,Electronic check,73.42,4127.51,0
CUST-00709,Male,0,Yes,Yes,20,Yes,Fiber optic,One year,Yes,Electronic check,64.25,1313.13,0
CUST-00710,Female,0,Yes,No,64,Yes,Fiber optic,One year,Yes,Credit card,77.9,4949.56,0
CUST-00711,Female,0,Yes,Yes,36,Yes,Fiber optic,Month-to-month,No,Mailed check,73.96,2628.27,1
CUST-00712,Female,1,No,No,26,Yes,No,Month-to-month,No,Mailed check,30.74,843.5,0
CUST-00713,Female,1,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,78.67,1838.33,0
CUST-00714,Female,0,No,No,31,Yes,DSL,Two year,No,Bank transfer,49.1,1566.27,0
CUST-00715,Female,0,Yes,Yes,68,Yes,Fiber optic,Two year,Yes,Electronic check,73.21,4983.35,0
CUST-00716,Female,0,No,Yes,8,Yes,DSL,Month-to-month,No,Electronic check,55.81,364.07,1
CUST-00717,Male,0,No,No,37,Yes,DSL,One year,Yes,Credit card,52.75,2019.97,0
CUST-00718,Male,0,Yes,No,61,Yes,No,One year,No,Mailed check,27.33,1682.64,0
CUST-00719,Female,0,No,Yes,34,Yes,DSL,Two year,Yes,Bank transfer,61.14,2098.47,0
CUST-00720,Male,0,No,No,41,Yes,Fiber optic,Month-to-month,Yes,Credit card,57.22,2396.38,1
CUST-00721,Female,0,Yes,No,26,Yes,No,Month-to-month,Yes,Electronic check,18.62,559.08,0
CUST-00722,Female,0,Yes,Yes,10,Yes,Fiber optic,One year,No,Credit card,70.21,712.15,0
CUST-00723,Male,0,Yes,No,47,Yes,DSL,Month-to-month,No,Bank transfer,44.16,2106.38,0
CUST-00724,Female,0,Yes,Yes,67,Yes,Fiber optic,Month-to-month,No,Credit card,66.83,4496.17,0
CUST-00725,Male,0,No,Yes,38,Yes,Fiber optic,Month-to-month,No,Electronic check,80.3,3034.26,0
CUST-00726,Female,0,No,No,32,Yes,DSL,Month-to-month,Yes,Electronic check,48.81,1482.75,0
CUST-00727,Male,1,No,Yes,10,Yes,DSL,One year,No,Bank transfer,40.37,414.45,0
CUST-00728,Male,0,Yes,No,69,Yes,Fiber optic,One year,Yes,Credit card,66.61,4665.04,0
CUST-00729,Female,0,Yes,No,63,Yes,No,Month-to-month,No,Credit card,25.46,1633.15,0
CUST-00730,Female,1,No,Yes,65,Yes,DSL,Two year,No,Mailed check,55.32,3542.43,0
CUST-00731,Male,0,Yes,No,26,Yes,DSL,Month-to-month,Yes,Mailed check,54.45,1470.58,0
CUST-00732,Female,0,No,Yes,46,Yes,No,Two year,Yes,Electronic check,28.8,1309.33,1
CUST-00733,Female,0,No,Yes,32,Yes,DSL,Month-to-month,No,Bank transfer,48.89,1459.88,0
CUST-00734,Male,1,Yes,No,17,Yes,DSL,Two year,No,Credit card,45.46,823.72,0
CUST-00735,Female,0,No,No,15,Yes,Fiber optic,Two year,No,Bank transfer,66.47,949.78,0
CUST-00736,Female,1,Yes,No,28,Yes,DSL,Two year,Yes,Electronic check,50.02,1489.6,0
CUST-00737,Male,0,Yes,Yes,40,Yes,DSL,Two year,Yes,Credit card,47.72,1966.19,0
CUST-00738,Female,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,No,Electronic check,75.53,668.38,0
CUST-00739,Female,0,Yes,No,51,Yes,Fiber optic,One year,No,Mailed check,73.23,3757.7,0
CUST-00740,Female,0,Yes,Yes,33,Yes,Fiber optic,One year,Yes,Bank transfer,76.59,2648.67,1
CUST-00741,Female,0,No,Yes,64,Yes,Fiber optic,Month-to-month,Yes,Mailed check,66.93,4333.52,0
CUST-00742,Female,0,No,No,21,Yes,Fiber optic,Two year,No,Bank transfer,82.07,1735.38,1
CUST-00743,Male,1,Yes,Yes,4,No,Fiber optic,Month-to-month,No,Bank transfer,80.38,465.98,1
CUST-00744,Female,0,No,Yes,23,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.9,1636.58,0
CUST-00745,Male,0,No,Yes,71,Yes,Fiber optic,Two year,No,Electronic check,74.83,5342.02,0
CUST-00746,Female,0,Yes,No,24,Yes,Fiber optic,Month-to-month,No,Mailed check,64.59,1503.35,1
CUST-00747,Male,0,Yes,No,51,Yes,No,Month-to-month,Yes,Bank transfer,18.0,834.26,0
CUST-00748,Male,0,Yes,No,61,Yes,No,Month-to-month,Yes,Mailed check,20.15,1214.76,0
CUST-00749,Male,0,No,Yes,21,Yes,DSL,One year,Yes,Mailed check,55.98,1177.5,0
CUST-00750,Female,0,No,Yes,47,Yes,No,Two year,No,Electronic check,25.64,1221.54,0
CUST-00751,Male,0,Yes,No,15,Yes,No,Month-to-month,Yes,Bank transfer,23.91,287.66,1
CUST-00752,Male,1,No,No,27,No,DSL,One year,No,Mailed check,48.22,1334.97,0
CUST-00753,Female,0,Yes,No,22,Yes,DSL,One year,Yes,Mailed check,34.35,714.18,0
CUST-00754,Female,0,No,No,49,Yes,Fiber optic,One year,Yes,Mailed check,81.4,4019.04,0
CUST-00755,Male,0,No,No,64,No,Fiber optic,One year,No,Electronic check,68.34,4420.51,0
CUST-00756,Female,0,No,No,19,Yes,Fiber optic,Two year,No,Electronic check,66.56,1244.86,1
CUST-00757,Male,1,Yes,No,21,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.63,1414.04,0
CUST-00758,Male,1,Yes,Yes,60,Yes,DSL,Month-to-month,Yes,Bank transfer,65.04,3979.58,0
CUST-00759,Female,1,No,No,34,Yes,DSL,One year,Yes,Electronic check,62.05,2153.35,0
CUST-00760,Male,0,Yes,No,37,Yes,No,Month-to-month,Yes,Electronic check,18.0,673.6,1
CUST-00761,Female,0,Yes,No,51,No,DSL,Month-to-month,Yes,Credit card,59.32,3098.74,0
CUST-00762,Female,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Yes,Mailed check,68.84,692.56,0
CUST-00763,Female,0,No,No,63,Yes,DSL,Month-to-month,Yes,Mailed check,45.12,2811.53,0
CUST-00764,Male,0,Yes,No,27,Yes,Fiber optic,Two year,No,Mailed check,67.65,1776.46,0
CUST-00765,Female,0,No,Yes,48,Yes,Fiber optic,Month-to-month,No,Electronic check,63.73,3053.65,0
CUST-00766,Female,1,No,No,32,Yes,DSL,One year,No,Electronic check,44.43,1460.35,0
CUST-00767,Male,0,No,No,55,Yes,Fiber optic,One year,Yes,Credit card,76.21,4261.04,0
CUST-00768,Male,0,No,Yes,45,No,Fiber optic,Month-to-month,Yes,Mailed check,68.23,3071.53,1
