gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,10,Yes,DSL,Month-to-month,Yes,Bank transfer,49.5,451.42,1
Female,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,Yes,Mailed check,57.83,464.24,1
Female,0,No,No,58,No,DSL,Month-to-month,No,Electronic check,55.61,3214.73,0
Male,1,Yes,No,23,Yes,No,Two year,No,Mailed check,25.46,641.25,0
Female,0,No,Yes,58,Yes,Fiber optic,One year,Yes,Mailed check,73.01,4193.4,0
Male,0,No,Yes,68,Yes,Fiber optic,Month-to-month,No,Bank transfer,77.1,5272.59,0
Female,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Yes,Electronic check,72.62,3417.87,0
Female,0,No,No,56,Yes,DSL,Month-to-month,Yes,Electronic check,56.39,3257.5,0
Female,0,Yes,Yes,21,Yes,DSL,Month-to-month,No,Electronic check,33.47,722.38,0
Female,0,Yes,Yes,32,Yes,Fiber optic,One year,Yes,Bank transfer,66.06,2079.01,0
Female,0,Yes,No,70,Yes,Fiber optic,Month-to-month,No,Bank transfer,78.82,5554.22,0
Female,1,Yes,No,59,No,Fiber optic,Two year,No,Electronic check,79.07,4703.63,0
Female,0,No,No,15,No,DSL,Month-to-month,Yes,Electronic check,64.79,952.0,0
Female,0,Yes,No,68,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,83.64,5629.32,0
Male,0,Yes,No,36,Yes,Fiber optic,Two year,Yes,Electronic check,72.4,2633.2,0
Female,0,Yes,No,61,Yes,DSL,Month-to-month,Yes,Bank transfer,47.98,2929.96,0
Female,0,Yes,Yes,38,No,No,Month-to-month,No,Mailed check,18.0,608.17,0
Male,1,No,No,44,Yes,Fiber optic,One year,Yes,Electronic check,71.19,3145.09,0
Female,0,No,Yes,12,Yes,Fiber optic,Month-to-month,No,Mailed check,66.73,768.91,1
Female,0,Yes,Yes,25,Yes,No,Month-to-month,Yes,Electronic check,20.25,430.47,1
Female,0,No,No,53,Yes,DSL,Month-to-month,Yes,Bank transfer,42.65,2242.84,0
Female,0,Yes,No,61,Yes,No,Month-to-month,No,Electronic check,28.21,1784.96,0
Male,0,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Yes,Mailed check,83.57,645.39,0
Female,0,No,No,6,Yes,Fiber optic,Month-to-month,No,Mailed check,77.47,512.16,0
Male,0,Yes,No,50,Yes,DSL,One year,No,Electronic check,47.42,2384.46,0
Female,0,Yes,Yes,33,Yes,DSL,Two year,No,Bank transfer,58.11,1947.42,0
Female,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,72.77,4516.67,0
Male,0,Yes,Yes,5,Yes,DSL,Month-to-month,Yes,Credit card,49.67,193.1,0
Male,0,No,No,26,Yes,DSL,Month-to-month,No,Electronic check,49.18,1233.4,0
Male,1,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.4,189.84,1
Male,0,Yes,No,52,Yes,Fiber optic,Month-to-month,No,Electronic check,75.21,3980.99,0
Male,0,Yes,Yes,62,Yes,DSL,One year,No,Credit card,51.12,3223.27,0
Male,0,No,No,12,Yes,Fiber optic,Month-to-month,Yes,Mailed check,64.17,716.05,0
Male,0,No,No,24,Yes,No,Month-to-month,No,Electronic check,18.79,453.63,0
Male,0,No,No,61,Yes,Fiber optic,One year,No,Bank transfer,72.45,4399.32,0
Female,0,No,Yes,3,Yes,Fiber optic,Two year,Yes,Electronic check,73.43,212.53,1
Male,0,No,No,69,Yes,Fiber optic,Month-to-month,No,Mailed check,67.49,4630.01,0
Male,0,No,No,64,No,DSL,Month-to-month,No,Mailed check,40.94,2690.44,0
Male,0,No,Yes,11,No,DSL,Two year,Yes,Bank transfer,60.01,659.16,0
Female,0,Yes,Yes,11,Yes,No,Month-to-month,No,Bank transfer,33.31,377.22,1
Male,0,Yes,Yes,50,Yes,Fiber optic,One year,Yes,Electronic check,54.1,2716.21,0
Female,0,Yes,Yes,1,Yes,Fiber optic,One year,Yes,Bank transfer,80.72,29.33,0
Male,1,Yes,No,37,Yes,No,Month-to-month,No,Mailed check,28.33,1053.64,0
Male,0,Yes,Yes,5,Yes,DSL,Month-to-month,No,Electronic check,51.52,310.72,1
Male,0,No,Yes,39,Yes,DSL,Month-to-month,Yes,Credit card,59.11,2378.92,1
Male,1,No,No,26,Yes,Fiber optic,Month-to-month,No,Bank transfer,88.22,2236.33,1
Female,0,Yes,Yes,51,Yes,DSL,Month-to-month,Yes,Credit card,58.02,2883.09,0
Male,0,Yes,Yes,64,Yes,Fiber optic,One year,Yes,Bank transfer,71.93,4606.63,0
Male,1,Yes,No,36,No,Fiber optic,One year,Yes,Electronic check,63.99,2359.1,0
Female,0,No,Yes,47,Yes,Fiber optic,Two year,No,Mailed check,53.79,2546.11,0
Female,0,Yes,Yes,44,Yes,DSL,Two year,Yes,Mailed check,57.03,2543.33,0
Female,0,Yes,Yes,71,Yes,Fiber optic,One year,Yes,Electronic check,80.74,5664.53,1
Female,0,Yes,Yes,17,No,DSL,Month-to-month,No,Mailed check,43.48,710.56,0
Female,0,No,No,18,Yes,No,Month-to-month,Yes,Electronic check,22.84,301.31,1
Male,0,Yes,Yes,28,Yes,DSL,One year,Yes,Electronic check,45.54,1268.0,0
Female,0,No,Yes,54,Yes,No,One year,Yes,Credit card,20.33,989.61,0
Male,0,No,No,63,Yes,Fiber optic,Month-to-month,No,Electronic check,78.6,5018.43,0
Male,0,Yes,No,21,Yes,Fiber optic,One year,No,Mailed check,71.75,1584.49,1
Female,0,No,Yes,8,Yes,Fiber optic,Month-to-month,No,Bank transfer,68.17,552.39,0
Female,1,No,Yes,44,Yes,DSL,Month-to-month,Yes,Bank transfer,76.26,3279.81,0
Female,0,No,No,44,Yes,Fiber optic,Two year,Yes,Electronic check,58.52,2593.67,0
Male,0,Yes,No,27,Yes,No,Month-to-month,No,Bank transfer,29.38,886.22,0
Female,0,No,No,14,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,61.61,886.33,0
Male,0,No,Yes,62,Yes,DSL,One year,Yes,Credit card,48.74,3081.13,0
Female,0,Yes,Yes,61,Yes,Fiber optic,One year,Yes,Electronic check,71.19,4318.33,0
Female,1,Yes,No,54,Yes,No,Month-to-month,Yes,Electronic check,36.76,1941.48,0
Female,0,No,No,42,Yes,Fiber optic,One year,Yes,Bank transfer,67.91,2848.68,0
Female,0,No,No,19,Yes,Fiber optic,Month-to-month,No,Electronic check,67.06,1177.8,0
Female,1,No,Yes,30,Yes,DSL,One year,Yes,Bank transfer,52.77,1696.3,0
Male,0,No,No,5,Yes,No,Month-to-month,No,Bank transfer,18.0,96.98,0
Male,0,Yes,Yes,18,Yes,Fiber optic,Two year,Yes,Bank transfer,75.06,1394.42,0
Male,0,Yes,No,33,Yes,DSL,One year,No,Credit card,52.25,1701.17,0
Female,0,No,No,32,No,Fiber optic,Month-to-month,Yes,Bank transfer,73.48,2274.21,0
Male,0,Yes,No,6,Yes,DSL,Month-to-month,No,Credit card,49.44,367.93,1
Male,0,Yes,Yes,69,No,No,Month-to-month,Yes,Bank transfer,23.46,1562.53,0
Female,1,No,No,20,Yes,DSL,One year,No,Electronic check,64.4,1305.44,0
Female,1,Yes,No,37,Yes,Fiber optic,One year,Yes,Bank transfer,83.17,3099.44,0
Female,1,Yes,No,34,Yes,No,One year,Yes,Bank transfer,41.32,1408.58,0
Female,0,Yes,Yes,34,Yes,No,Two year,No,Credit card,27.98,912.09,0
Female,0,Yes,No,61,Yes,No,Month-to-month,No,Electronic check,35.82,2177.54,0
Male,1,Yes,Yes,54,Yes,No,One year,No,Electronic check,26.67,1392.68,1
Female,0,Yes,Yes,63,No,DSL,Month-to-month,No,Credit card,48.39,3089.03,0
Female,0,Yes,Yes,28,Yes,No,One year,No,Electronic check,34.56,996.26,1
Female,0,Yes,Yes,20,No,No,Month-to-month,Yes,Bank transfer,31.75,633.93,0
Male,0,No,Yes,31,Yes,Fiber optic,One year,Yes,Mailed check,67.68,2069.66,0
Female,0,No,No,41,Yes,Fiber optic,Month-to-month,Yes,Electronic check,61.63,2632.2,0
Female,1,No,Yes,25,Yes,DSL,Month-to-month,No,Electronic check,53.37,1269.15,0
Female,0,No,Yes,34,Yes,Fiber optic,Month-to-month,Yes,Credit card,64.52,2116.45,0
Male,0,Yes,Yes,11,No,Fiber optic,Two year,Yes,Electronic check,83.8,917.7,0
Female,1,No,Yes,43,No,Fiber optic,Month-to-month,Yes,Bank transfer,81.08,3473.54,0
Female,0,No,No,52,No,Fiber optic,Month-to-month,Yes,Bank transfer,63.87,3376.12,0
Female,0,Yes,No,38,No,Fiber optic,Month-to-month,Yes,Bank transfer,61.64,2374.63,0
Male,0,Yes,Yes,63,Yes,DSL,Month-to-month,Yes,Mailed check,43.77,2758.99,0
Female,0,No,No,72,Yes,No,Two year,Yes,Electronic check,20.53,1503.18,0
Female,0,No,No,66,Yes,DSL,Two year,No,Credit card,48.67,3236.33,0
Male,0,Yes,No,7,Yes,DSL,Two year,Yes,Electronic check,58.92,517.62,1
Female,0,Yes,Yes,64,Yes,DSL,Two year,Yes,Electronic check,42.27,2717.95,0
Male,0,Yes,Yes,25,Yes,No,Month-to-month,Yes,Credit card,43.32,1048.95,1
Female,0,Yes,No,33,Yes,No,Month-to-month,Yes,Electronic check,18.0,603.93,0
Male,0,No,No,30,Yes,DSL,One year,Yes,Electronic check,38.73,1030.97,0
Female,0,No,No,21,Yes,DSL,One year,Yes,Credit card,63.51,1332.08,0
Female,0,Yes,No,64,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.57,5211.13,1
Female,1,No,Yes,46,Yes,DSL,One year,No,Electronic check,53.54,2492.95,0
Female,0,No,No,70,Yes,Fiber optic,Month-to-month,Yes,Mailed check,73.05,5128.43,0
Female,0,No,No,69,Yes,DSL,Month-to-month,Yes,Bank transfer,53.25,3706.71,0
Male,0,Yes,No,31,Yes,Fiber optic,Month-to-month,Yes,Credit card,71.09,2258.95,1
Male,0,No,No,53,Yes,Fiber optic,Two year,Yes,Bank transfer,59.63,3231.65,0
Female,0,No,No,37,Yes,Fiber optic,One year,Yes,Credit card,50.14,1877.55,0
Female,0,No,No,36,Yes,Fiber optic,Month-to-month,Yes,Electronic check,63.24,2260.83,1
Male,1,Yes,No,54,Yes,DSL,Two year,Yes,Bank transfer,69.53,3638.94,0
Male,0,Yes,No,50,Yes,DSL,Two year,Yes,Electronic check,64.84,3290.91,0
Female,1,No,No,66,Yes,DSL,Month-to-month,No,Credit card,52.91,3517.82,0
Female,1,Yes,No,56,Yes,DSL,One year,Yes,Credit card,47.34,2658.67,0
Male,0,No,Yes,45,Yes,No,Month-to-month,Yes,Electronic check,27.22,1190.5,0
Male,0,Yes,No,67,Yes,DSL,Month-to-month,Yes,Credit card,53.51,3633.43,0
Male,0,No,Yes,8,Yes,DSL,Month-to-month,Yes,Bank transfer,54.81,425.62,0
Female,1,Yes,Yes,55,Yes,DSL,Month-to-month,No,Electronic check,34.78,1911.18,0
Male,0,Yes,Yes,29,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,95.26,2759.74,1
Female,0,Yes,No,32,Yes,No,Month-to-month,Yes,Credit card,34.06,1112.41,0
Male,1,Yes,Yes,57,Yes,Fiber optic,Month-to-month,No,Electronic check,73.42,4127.51,0
Male,0,Yes,Yes,20,Yes,Fiber optic,One year,Yes,Electronic check,64.25,1313.13,0
Female,0,Yes,No,64,Yes,Fiber optic,One year,Yes,Credit card,77.9,4949.56,0
Female,0,Yes,Yes,36,Yes,Fiber optic,Month-to-month,No,Mailed check,73.96,2628.27,1
Female,1,No,No,26,Yes,No,Month-to-month,No,Mailed check,30.74,843.5,0
Female,1,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,78.67,1838.33,0
Female,0,No,No,31,Yes,DSL,Two year,No,Bank transfer,49.1,1566.27,0
Female,0,Yes,Yes,68,Yes,Fiber optic,Two year,Yes,Electronic check,73.21,4983.35,0
Female,0,No,Yes,8,Yes,DSL,Month-to-month,No,Electronic check,55.81,364.07,1
Male,0,No,No,37,Yes,DSL,One year,Yes,Credit card,52.75,2019.97,0
Male,0,Yes,No,61,Yes,No,One year,No,Mailed check,27.33,1682.64,0
Female,0,No,Yes,34,Yes,DSL,Two year,Yes,Bank transfer,61.14,2098.47,0
Male,0,No,No,41,Yes,Fiber optic,Month-to-month,Yes,Credit card,57.22,2396.38,1
Female,0,Yes,No,26,Yes,No,Month-to-month,Yes,Electronic check,18.62,559.08,0
Female,0,Yes,Yes,10,Yes,Fiber optic,One year,No,Credit card,70.21,712.15,0
Male,0,Yes,No,47,Yes,DSL,Month-to-month,No,Bank transfer,44.16,2106.38,0
Female,0,Yes,Yes,67,Yes,Fiber optic,Month-to-month,No,Credit card,66.83,4496.17,0
Male,0,No,Yes,38,Yes,Fiber optic,Month-to-month,No,Electronic check,80.3,3034.26,0
Female,0,No,No,32,Yes,DSL,Month-to-month,Yes,Electronic check,48.81,1482.75,0
Male,1,No,Yes,10,Yes,DSL,One year,No,Bank transfer,40.37,414.45,0
Male,0,Yes,No,69,Yes,Fiber optic,One year,Yes,Credit card,66.61,4665.04,0
Female,0,Yes,No,63,Yes,No,Month-to-month,No,Credit card,25.46,1633.15,0
Female,1,No,Yes,65,Yes,DSL,Two year,No,Mailed check,55.32,3542.43,0
Male,0,Yes,No,26,Yes,DSL,Month-to-month,Yes,Mailed check,54.45,1470.58,0
Female,0,No,Yes,46,Yes,No,Two year,Yes,Electronic check,28.8,1309.33,1
Female,0,No,Yes,32,Yes,DSL,Month-to-month,No,Bank transfer,48.89,1459.88,0
Male,1,Yes,No,17,Yes,DSL,Two year,No,Credit card,45.46,823.72,0
Female,0,No,No,15,Yes,Fiber optic,Two year,No,Bank transfer,66.47,949.78,0
Female,1,Yes,No,28,Yes,DSL,Two year,Yes,Electronic check,50.02,1489.6,0
Male,0,Yes,Yes,40,Yes,DSL,Two year,Yes,Credit card,47.72,1966.19,0
Female,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,No,Electronic check,75.53,668.38,0
Female,0,Yes,No,51,Yes,Fiber optic,One year,No,Mailed check,73.23,3757.7,0
Female,0,Yes,Yes,33,Yes,Fiber optic,One year,Yes,Bank transfer,76.59,2648.67,1
Female,0,No,Yes,64,Yes,Fiber optic,Month-to-month,Yes,Mailed check,66.93,4333.52,0
Female,0,No,No,21,Yes,Fiber optic,Two year,No,Bank transfer,82.07,1735.38,1
Male,1,Yes,Yes,4,No,Fiber optic,Month-to-month,No,Bank transfer,80.38,465.98,1
Female,0,No,Yes,23,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.9,1636.58,0
Male,0,No,Yes,71,Yes,Fiber optic,Two year,No,Electronic check,74.83,5342.02,0
Female,0,Yes,No,24,Yes,Fiber optic,Month-to-month,No,Mailed check,64.59,1503.35,1
Male,0,Yes,No,51,Yes,No,Month-to-month,Yes,Bank transfer,18.0,834.26,0
Male,0,Yes,No,61,Yes,No,Month-to-month,Yes,Mailed check,20.15,1214.76,0
Male,0,No,Yes,21,Yes,DSL,One year,Yes,Mailed check,55.98,1177.5,0
Female,0,No,Yes,47,Yes,No,Two year,No,Electronic check,25.64,1221.54,0
Male,0,Yes,No,15,Yes,No,Month-to-month,Yes,Bank transfer,23.91,287.66,1
Male,1,No,No,27,No,DSL,One year,No,Mailed check,48.22,1334.97,0
Female,0,Yes,No,22,Yes,DSL,One year,Yes,Mailed check,34.35,714.18,0
Female,0,No,No,49,Yes,Fiber optic,One year,Yes,Mailed check,81.4,4019.04,0
Male,0,No,No,64,No,Fiber optic,One year,No,Electronic check,68.34,4420.51,0
Female,0,No,No,19,Yes,Fiber optic,Two year,No,Electronic check,66.56,1244.86,1
Male,1,Yes,No,21,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.63,1414.04,0
Male,1,Yes,Yes,60,Yes,DSL,Month-to-month,Yes,Bank transfer,65.04,3979.58,0
Female,1,No,No,34,Yes,DSL,One year,Yes,Electronic check,62.05,2153.35,0
Male,0,Yes,No,37,Yes,No,Month-to-month,Yes,Electronic check,18.0,673.6,1
Female,0,Yes,No,51,No,DSL,Month-to-month,Yes,Credit card,59.32,3098.74,0
Female,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Yes,Mailed check,68.84,692.56,0
Female,0,No,No,63,Yes,DSL,Month-to-month,Yes,Mailed check,45.12,2811.53,0
Male,0,Yes,No,27,Yes,Fiber optic,Two year,No,Mailed check,67.65,1776.46,0
Female,0,No,Yes,48,Yes,Fiber optic,Month-to-month,No,Electronic check,63.73,3053.65,0
Female,1,No,No,32,Yes,DSL,One year,No,Electronic check,44.43,1460.35,0
Male,0,No,No,55,Yes,Fiber optic,One year,Yes,Credit card,76.21,4261.04,0
Male,0,No,Yes,45,No,Fiber optic,Month-to-month,Yes,Mailed check,68.23,3071.53,1
Male,0,Yes,No,13,Yes,DSL,Month-to-month,Yes,Bank transfer,54.94,774.88,0
Female,0,No,No,14,Yes,DSL,Month-to-month,No,Credit card,52.3,721.49,0
Female,0,No,No,64,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.39,4721.88,1
Male,0,No,Yes,38,Yes,Fiber optic,Month-to-month,No,Bank transfer,53.63,1972.62,1
Female,1,No,No,20,No,Fiber optic,One year,Yes,Electronic check,68.07,1336.09,0
Female,0,No,Yes,11,Yes,Fiber optic,Month-to-month,No,Mailed check,74.55,756.62,1
Female,0,No,Yes,10,Yes,DSL,Month-to-month,Yes,Credit card,39.8,498.48,0
Male,0,No,No,67,Yes,DSL,Month-to-month,Yes,Electronic check,52.98,3571.62,1
Male,0,Yes,Yes,71,Yes,Fiber optic,Month-to-month,No,Credit card,58.87,4174.99,0
Male,0,Yes,Yes,29,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,70.13,2119.87,0
Female,0,Yes,No,15,Yes,Fiber optic,Two year,Yes,Mailed check,82.88,1178.09,1
Female,0,No,Yes,31,Yes,DSL,Month-to-month,Yes,Electronic check,56.2,1735.34,1
Female,0,Yes,No,10,Yes,Fiber optic,Month-to-month,No,Bank transfer,55.19,651.88,0
Male,0,Yes,No,40,Yes,Fiber optic,One year,No,Mailed check,76.79,3064.4,0
Male,0,No,No,46,Yes,DSL,One year,Yes,Electronic check,64.58,3093.02,0
Male,0,Yes,No,71,Yes,Fiber optic,One year,No,Mailed check,92.38,6598.26,0
Female,1,No,No,23,No,Fiber optic,Month-to-month,No,Electronic check,78.8,1877.7,1
Male,0,No,Yes,15,Yes,DSL,One year,Yes,Credit card,39.08,652.94,0
Female,0,Yes,No,10,Yes,DSL,Month-to-month,Yes,Electronic check,53.48,534.88,0
Female,1,Yes,Yes,28,Yes,DSL,One year,Yes,Mailed check,67.77,1873.15,0
Male,0,No,No,44,Yes,No,Month-to-month,No,Bank transfer,23.5,1028.23,0
Male,0,No,No,5,Yes,DSL,One year,Yes,Bank transfer,58.34,242.35,1
Male,0,No,Yes,55,Yes,DSL,One year,No,Credit card,43.28,2377.1,0
Female,0,No,Yes,34,Yes,DSL,One year,Yes,Credit card,52.98,1801.1,0
Female,0,Yes,No,58,Yes,DSL,Month-to-month,No,Electronic check,30.08,1829.1,0
Male,1,No,Yes,34,Yes,DSL,One year,Yes,Mailed check,47.4,1641.26,0
Male,0,Yes,Yes,12,Yes,Fiber optic,One year,No,Bank transfer,69.95,957.53,1
Female,0,Yes,Yes,2,Yes,DSL,Month-to-month,Yes,Electronic check,47.09,0.0,0
Male,0,No,No,41,Yes,DSL,Month-to-month,Yes,Bank transfer,39.6,1562.75,0
Male,0,Yes,No,39,Yes,DSL,Month-to-month,Yes,Electronic check,46.0,1776.23,1
Male,0,No,No,59,Yes,Fiber optic,Month-to-month,No,Credit card,72.64,4360.38,1
Male,0,No,No,64,Yes,DSL,One year,Yes,Bank transfer,49.31,3150.36,0
Male,0,Yes,Yes,12,Yes,Fiber optic,Month-to-month,No,Bank transfer,70.49,772.49,0
Female,0,No,Yes,23,Yes,Fiber optic,One year,Yes,Mailed check,75.86,1732.52,0
Female,0,No,No,15,Yes,Fiber optic,One year,Yes,Credit card,67.25,948.87,0
Female,0,Yes,No,8,Yes,DSL,One year,Yes,Bank transfer,60.87,417.28,1
Female,0,No,No,1,Yes,No,One year,Yes,Credit card,18.0,117.94,0
Female,0,Yes,No,6,Yes,Fiber optic,One year,Yes,Credit card,85.42,494.94,0
Male,0,No,No,38,Yes,DSL,Month-to-month,Yes,Electronic check,58.9,2246.86,0
Male,0,Yes,No,11,No,Fiber optic,Month-to-month,No,Electronic check,67.15,734.0,1
Female,0,No,No,15,Yes,Fiber optic,Two year,No,Electronic check,67.69,1002.78,0
Male,0,No,No,9,Yes,DSL,Two year,Yes,Bank transfer,51.65,422.82,0
Female,0,No,No,53,Yes,Fiber optic,Month-to-month,No,Bank transfer,74.79,3948.34,0
Female,0,Yes,No,46,Yes,Fiber optic,Two year,No,Electronic check,78.76,3639.82,0
Male,0,No,No,70,Yes,DSL,Two year,No,Credit card,39.28,2820.53,0
Female,0,Yes,No,9,Yes,No,Month-to-month,Yes,Electronic check,28.5,303.87,0
Female,0,Yes,Yes,16,Yes,DSL,One year,No,Bank transfer,33.07,468.17,0
Male,0,No,Yes,33,Yes,DSL,One year,Yes,Mailed check,48.58,1652.57,0
Male,0,No,No,47,Yes,DSL,Month-to-month,No,Mailed check,61.63,2920.38,0
Female,0,No,No,10,No,Fiber optic,Month-to-month,Yes,Electronic check,58.66,555.36,1
Female,0,Yes,No,16,Yes,No,Month-to-month,No,Bank transfer,18.0,297.1,0
Male,1,No,No,31,Yes,Fiber optic,One year,No,Bank transfer,76.77,2408.48,1
Female,0,No,Yes,2,Yes,No,Month-to-month,No,Electronic check,36.1,74.55,1
Male,0,No,No,29,Yes,Fiber optic,One year,Yes,Mailed check,72.6,2129.41,0
Female,0,Yes,No,55,Yes,Fiber optic,One year,No,Bank transfer,54.76,2968.65,0
Female,0,No,No,38,No,Fiber optic,One year,Yes,Mailed check,56.53,2247.78,1
Male,0,No,No,32,Yes,DSL,Month-to-month,No,Bank transfer,50.78,1528.5,0
Female,0,No,Yes,36,Yes,No,Month-to-month,Yes,Mailed check,18.0,676.89,0
Female,0,Yes,No,69,Yes,Fiber optic,Month-to-month,No,Credit card,71.09,4923.55,0
Female,1,Yes,No,38,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,76.57,2941.81,0
Male,0,Yes,No,39,Yes,Fiber optic,Month-to-month,Yes,Electronic check,66.08,2541.7,0
Male,0,No,No,68,No,Fiber optic,Month-to-month,Yes,Bank transfer,84.52,5805.82,0
Male,1,Yes,Yes,12,Yes,DSL,Month-to-month,Yes,Electronic check,59.72,711.24,1
Male,0,Yes,No,7,Yes,Fiber optic,One year,Yes,Credit card,79.69,498.52,0
Male,0,No,No,33,Yes,Fiber optic,Month-to-month,No,Bank transfer,77.36,2498.14,1
Female,0,Yes,Yes,23,Yes,No,Month-to-month,No,Electronic check,23.8,553.64,0
Female,0,No,No,15,Yes,DSL,Two year,No,Bank transfer,48.44,646.77,0
Female,0,No,Yes,9,Yes,DSL,Month-to-month,No,Electronic check,47.62,518.61,1
Male,0,Yes,Yes,64,Yes,Fiber optic,Two year,Yes,Credit card,75.45,4881.25,0
Male,0,Yes,Yes,45,Yes,No,One year,Yes,Credit card,19.8,982.34,0
Female,0,No,Yes,50,Yes,No,Month-to-month,Yes,Bank transfer,38.8,2026.07,0
Male,0,Yes,No,9,Yes,Fiber optic,Two year,Yes,Mailed check,64.03,558.67,0
Female,0,No,No,25,Yes,DSL,Two year,Yes,Bank transfer,51.72,1249.53,0
Female,0,Yes,Yes,45,Yes,DSL,One year,No,Mailed check,48.17,2033.76,0
Male,1,Yes,No,39,Yes,Fiber optic,Month-to-month,No,Electronic check,71.39,2763.9,0
Male,0,Yes,No,51,Yes,DSL,Month-to-month,No,Credit card,67.38,3524.66,0
Male,0,No,Yes,49,Yes,Fiber optic,Month-to-month,Yes,Electronic check,66.49,3216.62,0
Male,0,Yes,Yes,30,Yes,No,One year,No,Electronic check,22.56,666.3,0
Male,0,Yes,No,57,Yes,Fiber optic,Month-to-month,Yes,Electronic check,64.69,3659.6,1
Female,0,Yes,Yes,19,Yes,DSL,Month-to-month,No,Credit card,50.33,975.02,0
Female,0,Yes,No,6,Yes,DSL,Month-to-month,Yes,Credit card,49.19,359.44,0
Female,0,Yes,Yes,66,Yes,DSL,Month-to-month,Yes,Electronic check,41.05,2632.34,0
Female,1,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.61,75.83,1
Female,0,No,No,21,Yes,DSL,Month-to-month,Yes,Credit card,54.88,1226.81,0
Male,0,Yes,Yes,9,Yes,DSL,Two year,Yes,Mailed check,58.22,560.63,1
Male,1,No,Yes,17,Yes,DSL,Month-to-month,Yes,Credit card,55.19,925.26,0
Female,1,No,No,29,Yes,DSL,Month-to-month,Yes,Credit card,55.47,1693.98,0
Male,0,No,No,10,Yes,Fiber optic,Month-to-month,No,Bank transfer,67.11,602.85,0
Male,0,No,No,34,Yes,Fiber optic,Month-to-month,Yes,Electronic check,65.98,2289.88,0
Female,0,Yes,Yes,67,Yes,Fiber optic,One year,Yes,Bank transfer,62.64,4193.47,0
Female,0,No,Yes,10,Yes,Fiber optic,Month-to-month,No,Credit card,57.55,605.83,0
Female,0,No,No,67,Yes,DSL,Two year,Yes,Mailed check,44.38,2854.1,0
Female,1,No,No,30,Yes,Fiber optic,Two year,No,Credit card,82.23,2453.86,0
Male,1,Yes,Yes,43,Yes,DSL,Two year,Yes,Mailed check,51.6,2255.64,1
Female,0,No,No,32,Yes,No,Two year,Yes,Credit card,22.23,708.19,0
Female,0,No,No,23,Yes,DSL,Month-to-month,Yes,Bank transfer,47.08,1145.6,0
Female,1,No,Yes,8,Yes,Fiber optic,One year,Yes,Electronic check,84.96,740.77,1
Female,1,Yes,Yes,43,Yes,DSL,Month-to-month,No,Mailed check,47.57,1997.58,0
Female,0,Yes,Yes,66,Yes,Fiber optic,One year,No,Electronic check,72.22,4807.72,0
Male,0,No,No,38,Yes,DSL,Month-to-month,Yes,Mailed check,49.45,1829.47,0
Male,0,Yes,No,44,Yes,No,Month-to-month,No,Credit card,25.54,1126.46,0
Male,0,Yes,No,47,Yes,DSL,Month-to-month,Yes,Electronic check,51.95,2474.46,0
Male,0,No,Yes,28,Yes,No,One year,Yes,Credit card,25.46,671.12,0
Male,1,No,No,9,Yes,Fiber optic,One year,No,Electronic check,81.34,771.41,0
Male,1,Yes,No,37,Yes,DSL,Month-to-month,No,Bank transfer,54.77,2001.22,0
Female,1,Yes,No,63,Yes,DSL,Month-to-month,Yes,Credit card,68.96,4315.45,0
Female,0,Yes,No,23,Yes,DSL,Month-to-month,Yes,Bank transfer,50.36,1193.61,1
Female,0,Yes,Yes,63,Yes,No,One year,Yes,Credit card,18.0,1092.2,0
Female,0,Yes,No,62,Yes,No,Month-to-month,Yes,Credit card,30.11,1822.48,0
Female,0,No,No,18,No,DSL,Month-to-month,No,Bank transfer,53.14,1008.58,0
Female,0,No,No,42,No,DSL,One year,Yes,Bank transfer,50.26,2116.35,0
Male,0,Yes,Yes,54,Yes,DSL,One year,No,Electronic check,47.92,2514.97,0
Female,0,Yes,No,36,Yes,DSL,Two year,Yes,Mailed check,33.08,1233.66,0
Male,0,No,No,51,Yes,Fiber optic,One year,Yes,Electronic check,54.43,2755.6,0
Male,0,Yes,Yes,66,Yes,DSL,Two year,Yes,Credit card,63.18,4099.73,0
Female,0,Yes,No,46,Yes,DSL,Month-to-month,Yes,Bank transfer,45.32,1959.35,0
